Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
7.44% Power Finance Corporation Limited (11/06/2027) ,INE134E08JC3,CRISIL AAA,270.0,2722.8933,0.0021,Axis Mutual Fund,AXISSTF,,2020-12-12
8.35% Indian Railway Finance Corporation Limited (13/03/2029) ,INE053F07BC1,CRISIL AAA,250.0,2602.7375,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.6% Andhra Pradesh State Development Loans (06/04/2029),IN1020230018,Sovereign,2500000.0,2574.2725,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.75% Power Finance Corporation Limited (11/06/2030) ,INE134E08KV1,CRISIL AAA,250.0,2570.975,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.62% National Bank For Agriculture and Rural Development (10/05/2029) ,INE261F08EH1,CRISIL AAA,2500.0,2551.865,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.45% REC Limited (31/08/2035) ,INE020B08FG9,ICRA AAA,2500.0,2546.52,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.44% Power Finance Corporation Limited (15/01/2030) ,INE134E08NO0,CRISIL AAA,2500.0,2540.9425,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.34% REC Limited (30/04/2030) ,INE020B08FL9,CRISIL AAA,2500.0,2537.1275,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
8.08% Kotak Mahindra Prime Limited (21/10/2027) ,INE916DA7SV2,CRISIL AAA,2500.0,2536.745,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,2500.0,2536.745,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.75% LIC Housing Finance Limited (23/11/2027) ,INE115A07MQ6,CRISIL AAA,250.0,2534.9225,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.68% Small Industries Dev Bank of India (10/09/2027) ,INE556F08KQ2,CRISIL AAA,2500.0,2534.805,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.38% Power Finance Corporation Limited (15/01/2032) ,INE134E08NM4,CRISIL AAA,2500.0,2529.8275,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
8.30% Godrej Properties Limited (19/03/2027) ,INE484J08055,ICRA AA+,2500.0,2528.22,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.12% Power Grid Corporation of India Limited (24/12/2034) ,INE752E08775,CRISIL AAA,2500.0,2516.6775,0.002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.77% Power Finance Corporation Limited (15/07/2026) ,INE134E08MC7,CRISIL AAA,2500.0,2515.075,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
7.70% REC Limited (31/08/2026) ,INE020B08FC8,ICRA AAA,2500.0,2514.5525,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,2500.0,2499.94,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
6.94% Power Grid Corporation of India Limited (15/04/2035) ,INE752E08783,CRISIL AAA,2500.0,2484.1725,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
6.54% Rajasthan State Development Loans (18/11/2030),IN2920200481,Sovereign,2500000.0,2469.5825,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
6.65% National Bank For Agriculture and Rural Development (25/05/2035) ,INE261F08CE2,ICRA AAA,250.0,2425.91,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,Sovereign,2377800.0,2377.8143,0.0018,Axis Mutual Fund,AXISSTF,,2020-12-12
8.9% Bharti Telecom Limited (05/11/2034) ,INE403D08215,CRISIL AAA,2000.0,2147.132,0.0017,Axis Mutual Fund,AXISSTF,,2020-12-12
7.54% Bihar State Development Loans (03/09/2033),IN1320250088,Sovereign,2000000.0,2031.056,0.0016,Axis Mutual Fund,AXISSTF,,2020-12-12
7.68% Small Industries Dev Bank of India (09/07/2027) ,INE556F08KO7,CRISIL AAA,2000.0,2026.074,0.0016,Axis Mutual Fund,AXISSTF,,2020-12-12
6.58% Gujarat State Development Loans (31/03/2027),IN1520200347,Sovereign,2000000.0,2016.396,0.0016,Axis Mutual Fund,AXISSTF,,2020-12-12
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,CRISIL AA+,2000.0,2015.142,0.0016,Axis Mutual Fund,AXISSTF,,2020-12-12
7.68% Godrej Seeds & Genetics Limited (28/01/2028) ,INE316Z08022,CRISIL AA,2000.0,1994.588,0.0015,Axis Mutual Fund,AXISSTF,,2020-12-12
7.68% Godrej Seeds & Genetics Limited (27/10/2028) ,INE316Z08014,CRISIL AA,2000.0,1992.96,0.0015,Axis Mutual Fund,AXISSTF,,2020-12-12
7.68% Godrej Seeds & Genetics Limited (28/07/2028) ,INE316Z08030,CRISIL AA,2000.0,1992.266,0.0015,Axis Mutual Fund,AXISSTF,,2020-12-12
7.98% Bajaj Housing Finance Limited (09/09/2026),INE377Y07490,CRISIL AAA,1900.0,1913.281,0.0015,Axis Mutual Fund,AXISSTF,,2020-12-12
Government of India (05/08/2032),IN000832C039,Sovereign,2552400.0,1630.6824,0.0013,Axis Mutual Fund,AXISSTF,,2020-12-12
Government of India (15/10/2032),IN001032C043,Sovereign,2518500.0,1586.1312,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
9.233% Shriram Finance Limited (18/05/2027) ,INE721A07RV0,CRISIL AA+,1500.0,1533.4155,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
6.76% Government of India (22/08/2027),IN000827C021,Sovereign,1690000.0,1533.141,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
7.96% Embassy Office Parks REIT (27/09/2027),INE041007142,CRISIL AAA,1500.0,1522.2105,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
7.6% Kotak Mahindra Prime Limited (19/05/2028) ,INE916DA7SZ3,CRISIL AAA,1500.0,1511.982,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
6.09% Power Finance Corporation Limited (27/08/2026) ,INE134E08LK2,CRISIL AAA,150.0,1492.6305,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
Government of India (22/10/2028),IN001028C033,Sovereign,1541400.0,1299.1952,0.001,Axis Mutual Fund,AXISSTF,,2020-12-12
4.7% Government of India (22/09/2033),IN0020200120,Sovereign,1162000.0,1203.6263,0.0009,Axis Mutual Fund,AXISSTF,,2020-12-12
5.85% REC Limited (20/12/2025) ,INE020B08DF6,CRISIL AAA,119.0,1189.9619,0.0009,Axis Mutual Fund,AXISSTF,,2020-12-12
7.54% Andhra Pradesh State Development Loans (11/01/2029),IN1020220613,Sovereign,1000000.0,1026.352,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
7.35% Export Import Bank of India (27/07/2028) ,INE514E08GE8,CRISIL AAA,1000.0,1013.876,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
8.30% Godrej Industries Limited (12/06/2026) ,INE233A08071,CRISIL AA+,1000.0,1004.913,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
Government of India (05/02/2027),IN000227C032,Sovereign,1063500.0,996.6558,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
Government of India (05/02/2028),IN000228C030,Sovereign,1063500.0,935.5652,0.0007,Axis Mutual Fund,AXISSTF,,2020-12-12
9.20% Government of India (30/09/2030),IN0020130053,Sovereign,500000.0,558.2725,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
8.22% National Bank For Agriculture and Rural Development (13/12/2028) ,INE261F08AV0,CRISIL AAA,50.0,519.5825,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.32% Government of India (13/11/2030),IN0020230135,Sovereign,500000.0,519.388,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.75% Gujarat State Development Loans (13/12/2027),IN1520170136,Sovereign,500000.0,514.5585,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.99% LIC Housing Finance Limited (12/07/2029) ,INE115A07OF5,CRISIL AAA,50.0,514.483,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,500.0,506.199,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.7951% Bajaj Finance Limited (10/12/2027) ,INE296A07TF2,CRISIL AAA,500.0,505.605,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.8350% LIC Housing Finance Limited (11/05/2027) ,INE115A07QO2,CRISIL AAA,500.0,505.4295,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.9237% Bajaj Housing Finance Limited (16/03/2026) ,INE377Y07375,CRISIL AAA,50.0,501.6165,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
6.50% Tata Capital Housing Finance Limited (15/06/2026) ,INE033L07HF1,CRISIL AAA,50.0,499.0235,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
6.69% Tamilnadu State Development Loans (23/09/2030),IN3120200297,Sovereign,500000.0,498.4725,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.38% Government of India (20/06/2027),IN0020220037,Sovereign,484600.0,495.9881,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.04% Government of India (03/06/2029),IN0020240050,Sovereign,479400.0,494.3813,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.56% REC Limited (31/08/2027) ,INE020B08FF1,ICRA AAA,454.0,459.3295,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
7.59% Government of India (11/01/2026),IN0020150093,Sovereign,455600.0,456.3663,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
6.67% Government of India (15/12/2035),IN0020210152,Sovereign,452300.0,451.7364,0.0004,Axis Mutual Fund,AXISSTF,,2020-12-12
6.64% Government of India (16/06/2035),IN0020210020,Sovereign,410900.0,410.3901,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
6.68% Government of India (07/07/2040),IN0020250042,Sovereign,418400.0,405.5919,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
8.5% Cholamandalam Investment and Finance Company Ltd (30/01/2027) ,INE121A07RT7,ICRA AA+,39254.0,397.3498,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
7.37% Government of India (23/10/2028),IN0020230101,Sovereign,359600.0,374.1318,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
7.17% Government of India (17/04/2030),IN0020230036,Sovereign,339100.0,350.3836,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
6.75% Government of India (23/12/2029),IN0020240183,Sovereign,333600.0,340.7834,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
7.34% Government of India (22/04/2064),IN0020240035,Sovereign,297600.0,293.4348,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.3% Government of India (19/06/2053),IN0020230051,Sovereign,251700.0,250.188,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.17% West Bangal State Development Loans (02/03/2032),IN3420210269,Sovereign,244400.0,244.6085,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
6.79% Government of India (15/05/2027),IN0020170026,Sovereign,240400.0,243.9356,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
8.15% Government of India (24/11/2026),IN0020140060,Sovereign,210000.0,214.8781,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.26% Government of India (14/01/2029),IN0020180454,Sovereign,200000.0,207.7068,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.53% Haryana State Development Loans (24/05/2027),IN1620170010,Sovereign,200000.0,203.9588,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.52% Uttar Pradesh State Development Loans (24/05/2027),IN3320170043,Sovereign,200000.0,203.9564,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
6.1% Government of India (12/07/2031),IN0020210095,Sovereign,200000.0,196.4766,0.0002,Axis Mutual Fund,AXISSTF,,2020-12-12
7.26% Government of India (06/02/2033),IN0020220151,Sovereign,150000.0,155.2572,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
7.1% Government of India (08/04/2034),IN0020240019,Sovereign,125200.0,128.6806,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,126700.0,127.8233,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
6.92% Government of India (18/11/2039),IN0020240134,Sovereign,127200.0,126.4655,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
7.64% Food Corporation Of India (12/12/2029) ,INE861G08050,CRISIL AAA(CE),10.0,102.0458,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
6.79% Government of India (26/12/2029),IN0020160118,Sovereign,68700.0,70.1785,0.0001,Axis Mutual Fund,AXISSTF,,2020-12-12
7.90% Bajaj Housing Finance Limited (28/04/2028) ,INE377Y07417,CRISIL AAA,5.0,50.8467,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.23% Tamilnadu State Development Loans (14/06/2027),IN3120170045,Sovereign,50000.0,50.8442,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
8.3774% HDB Financial Services Limited (24/04/2026) ,INE756I07ER5,CRISIL AAA,50.0,50.2031,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
8.60% Government of India (02/06/2028),IN0020140011,Sovereign,35000.0,37.1969,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.18% Government of India (24/07/2037),IN0020230077,Sovereign,31100.0,31.8083,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.59% Government of India (20/03/2029),IN0020150069,Sovereign,20800.0,21.8319,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.16% Rajasthan State Development Loans (16/10/2029),IN2920190237,Sovereign,17200.0,17.5065,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
8.97% Government of India (05/12/2030),IN0020110055,Sovereign,9000.0,9.9967,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.45% Bihar State Development Loans (10/09/2034),IN1320250104,Sovereign,7600.0,7.6534,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
5.79% Government of India (11/05/2030),IN0020200070,Sovereign,6600.0,6.4598,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
7.88% Government of India (19/03/2030),IN0020150028,Sovereign,200.0,0.212,0.0,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,1122122.0182,0.8699,Axis Mutual Fund,AXISSTF,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISSTF,,2020-12-12
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISSTF,,2020-12-12
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,750.0,7574.8725,0.0059,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,7574.8725,0.0059,Axis Mutual Fund,AXISSTF,,2020-12-12
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),213.0,21552.339,0.0167,Axis Mutual Fund,AXISSTF,,2020-12-12
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),118.0,11935.2613,0.0093,Axis Mutual Fund,AXISSTF,,2020-12-12
India Universal Trust (20/09/2030) ,INE16J715035,IND AAA(SO),128.0,11885.2608,0.0092,Axis Mutual Fund,AXISSTF,,2020-12-12
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),74.0,7467.2777,0.0058,Axis Mutual Fund,AXISSTF,,2020-12-12
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5005.5,0.0039,Axis Mutual Fund,AXISSTF,,2020-12-12
India Universal Trust (21/11/2030) ,INE1CBK15037,CRISIL AAA(SO),51.0,4906.8362,0.0038,Axis Mutual Fund,AXISSTF,,2020-12-12
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,4204.0,0.0033,Axis Mutual Fund,AXISSTF,,2020-12-12
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),48.0,3675.0079,0.0028,Axis Mutual Fund,AXISSTF,,2020-12-12
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),34.0,2841.5295,0.0022,Axis Mutual Fund,AXISSTF,,2020-12-12
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),450000000.0,1566.9,0.0012,Axis Mutual Fund,AXISSTF,,2020-12-12
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),12.0,363.5299,0.0003,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,75403.4423,0.0585,Axis Mutual Fund,AXISSTF,,2020-12-12
Total,,,,1205100.333,0.9343,Axis Mutual Fund,AXISSTF,,2020-12-12
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,2000.0,9426.81,0.0073,Axis Mutual Fund,AXISSTF,,2020-12-12
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9388.32,0.0073,Axis Mutual Fund,AXISSTF,,2020-12-12
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,1000.0,4725.01,0.0037,Axis Mutual Fund,AXISSTF,,2020-12-12
Canara Bank (20/02/2026) ,INE476A16A57,CRISIL A1+,500.0,2471.5475,0.0019,Axis Mutual Fund,AXISSTF,,2020-12-12
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,200.0,987.434,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,200.0,983.485,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,27982.6065,0.0217,Axis Mutual Fund,AXISSTF,,2020-12-12
Small Industries Dev Bank of India (06/03/2026) ,INE556F14LU0,CRISIL A1+,1000.0,4931.815,0.0038,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,4931.815,0.0038,Axis Mutual Fund,AXISSTF,,2020-12-12
Total,,,,32914.4215,0.0255,Axis Mutual Fund,AXISSTF,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,27480.142,3164.0269,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,3164.0269,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-12
Total,,,,3164.0269,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-12
Clearing Corporation of India Ltd,,,,19889.995,0.0154,Axis Mutual Fund,AXISSTF,,2020-12-12
Sub Total,,,,19889.995,0.0154,Axis Mutual Fund,AXISSTF,,2020-12-12
Total,,,,19889.995,0.0154,Axis Mutual Fund,AXISSTF,,2020-12-12
Net Receivables / (Payables),,,,28812.0336,0.0223,Axis Mutual Fund,AXISSTF,,2020-12-12
GRAND TOTAL,,,,1289880.81,1.0,Axis Mutual Fund,AXISSTF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (16/09/2027) (FV 2500 Lacs),,,,2.3725,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (14/07/2027) (FV 5000 Lacs),,,,-2.955,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Floating Receive Fix -BARC (04/12/2027) (FV 5000 Lacs),,,,-3.05,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (19/03/2026) (FV 5000 Lacs),,,,-6.955,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (07/03/2026) (FV 5000 Lacs),,,,-7.01,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (06/03/2026) (FV 5000 Lacs),,,,-7.115,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Floating Receive Fix -DBS (06/11/2027) (FV 5000 Lacs),,,,-8.68,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (04/04/2027) (FV 2500 Lacs),,,,-10.6025,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (20/03/2026) (FV 10000 Lacs),,,,-13.62,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (10/03/2027) (FV 2500 Lacs),,,,-15.54,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (07/02/2027) (FV 2500 Lacs),,,,-17.8975,0.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,-91.0525,-0.0001,Axis Mutual Fund,AXISTAA,,2020-12-12
Total,,,,-91.0525,-0.0001,Axis Mutual Fund,AXISTAA,,2020-12-12
7.43% Small Industries Dev Bank of India (31/08/2026) ,INE556F08KH1,CRISIL AAA,28000.0,28102.592,0.0387,Axis Mutual Fund,AXISTAA,,2020-12-12
7.44% Small Industries Dev Bank of India (04/09/2026) ,INE556F08KI9,CRISIL AAA,21960.0,22043.9531,0.0303,Axis Mutual Fund,AXISTAA,,2020-12-12
7.50% National Bank For Agriculture and Rural Development (31/08/2026) ,INE261F08EA6,CRISIL AAA,21500.0,21588.0855,0.0297,Axis Mutual Fund,AXISTAA,,2020-12-12
7.48% National Bank For Agriculture and Rural Development (15/09/2028) ,INE261F08EO7,CRISIL AAA,20000.0,20290.52,0.0279,Axis Mutual Fund,AXISTAA,,2020-12-12
4.04% Government of India (04/10/2028),IN0020210160,Sovereign,17425000.0,17578.6362,0.0242,Axis Mutual Fund,AXISTAA,,2020-12-12
7.86% Nexus Select Trust - REIT (16/06/2026) ,INE0NDH07019,CRISIL AAA,15000.0,15002.025,0.0206,Axis Mutual Fund,AXISTAA,,2020-12-12
7.55% Poonawalla Fincorp Limited (25/03/2027) ,INE511C07946,CRISIL AAA,14000.0,13973.96,0.0192,Axis Mutual Fund,AXISTAA,,2020-12-12
8.75% Motilal Oswal Finvest Limited (29/10/2027) ,INE01WN07136,ICRA AA+,12500.0,12604.125,0.0173,Axis Mutual Fund,AXISTAA,,2020-12-12
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,12500.0,12548.4875,0.0173,Axis Mutual Fund,AXISTAA,,2020-12-12
7.59% REC Limited (31/05/2027) ,INE020B08FA2,CRISIL AAA,10000.0,10103.83,0.0139,Axis Mutual Fund,AXISTAA,,2020-12-12
7.60% Poonawalla Fincorp Limited (28/05/2027) ,INE511C07870,CRISIL AAA,10000.0,9977.72,0.0137,Axis Mutual Fund,AXISTAA,,2020-12-12
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,9000.0,9121.518,0.0126,Axis Mutual Fund,AXISTAA,,2020-12-12
7.70% REC Limited (31/08/2026) ,INE020B08FC8,ICRA AAA,9000.0,9052.389,0.0125,Axis Mutual Fund,AXISTAA,,2020-12-12
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,8500.0,8622.0005,0.0119,Axis Mutual Fund,AXISTAA,,2020-12-12
JTPM Metal Traders Limited (29/09/2028) (ZCB) ,INE02PE08036,CRISIL AA,7500.0,7713.72,0.0106,Axis Mutual Fund,AXISTAA,,2020-12-12
7.29% West Bengal State Development Loans (28/12/2026),IN3420160126,Sovereign,7428400.0,7535.8147,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-12
7.7201% LIC Housing Finance Limited (12/02/2026) ,INE115A07QB9,CRISIL AAA,750.0,7512.2625,0.0103,Axis Mutual Fund,AXISTAA,,2020-12-12
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,7500.0,7491.0525,0.0103,Axis Mutual Fund,AXISTAA,,2020-12-12
Jubilant Beverages Limited (31/05/2028) (ZCB) ,INE1D4O08012,CRISIL AA,6500.0,6911.4045,0.0095,Axis Mutual Fund,AXISTAA,,2020-12-12
7.1% West Bangal State Development Loans (14/12/2026),IN3420160118,Sovereign,6634700.0,6715.2851,0.0092,Axis Mutual Fund,AXISTAA,,2020-12-12
7.55% Small Industries Dev Bank of India (22/09/2026) ,INE556F08KJ7,CRISIL AAA,6500.0,6532.8315,0.009,Axis Mutual Fund,AXISTAA,,2020-12-12
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,6000000.0,6138.39,0.0084,Axis Mutual Fund,AXISTAA,,2020-12-12
8.4% DLF Cyber City Developers Limited (18/06/2027) ,INE186K07098,ICRA AAA,5100.0,5173.185,0.0071,Axis Mutual Fund,AXISTAA,,2020-12-12
8.65% Bharti Telecom Limited (05/11/2027) ,INE403D08231,CRISIL AAA,5000.0,5120.32,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,Sovereign,5000000.0,5104.935,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
7.59% Karnataka State Development Loans (29/03/2027),IN1920160125,Sovereign,5000000.0,5102.245,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.52% Muthoot Finance Limited (07/04/2028) ,INE414G07JN3,CRISIL AA+,5000.0,5070.715,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
7.79% Small Industries Dev Bank of India (14/05/2027) ,INE556F08KM1,CRISIL AAA,5000.0,5067.89,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
7.7165% Nexus Select Trust - REIT (14/06/2028) ,INE0NDH07035,CRISIL AAA,5000.0,5062.92,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.18% Haryana Uday Bond (15/06/2026),IN1620160052,Sovereign,5000000.0,5058.28,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
7.8% National Bank For Agriculture and Rural Development (15/03/2027),INE261F08EF5,ICRA AAA,5000.0,5055.705,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.33% Tata Projects Limited (24/06/2027) ,INE725H08188,IND AA,5000.0,5052.75,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.10% Godrej Industries Limited (22/05/2028) ,INE233A08154,CRISIL AA+,5000.0,5052.33,0.007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.55% Nomura Capital India Pvt Limited (30/04/2026) ,INE357L07465,IND AAA,5000.0,5024.39,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,5000.0,5016.51,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,5000.0,5016.09,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
8.46% Aditya Birla Capital Limited (26/02/2027) (FRN) ,INE860H07IX6,ICRA AAA,5000.0,5013.62,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
